Timestamp,Issue_Key,Issue_Type,Status,Priority,Assignee,Reporter,Story_Points,Resolution_Time,Comments_Count
09-05-2024 11:57,Kk-2834,Bug,Resolved,Low,Greg Kelley,Michael West,3,1,5
15-05-2024 08:02,el-0623,Bug,Open,Low,Jeffrey Lee,John Jones,6,84,6
17-05-2024 05:56,Wb-6830,Bug,Resolved,High,William Mclean,Barbara Carpenter,1,33,16
11-05-2024 17:00,Rr-5718,Task,Closed,Low,Mary Wyatt,James Duarte,7,54,20
14-05-2024 14:01,xz-9396,Bug,In Progress,Medium,Kevin Zhang,Shane Nguyen,6,69,16
10-05-2024 12:11,Ev-4857,Bug,In Progress,High,April Goodman,Adrian Shannon,6,52,10
11-05-2024 16:45,BD-6704,Bug,Resolved,Low,Dr. Christina Lee DDS,Matthew Williams,7,24,14
14-05-2024 07:37,WQ-3537,Bug,Open,Medium,Julie Frank,Monica Knight,7,44,6
10-05-2024 15:32,iS-2854,Story,Resolved,Low,Teresa Ray,Ryan Knight,8,8,17
17-05-2024 13:33,Ym-6181,Task,Open,Medium,Jasmine Lewis,Lisa Fritz,5,15,4
14-05-2024 19:48,Nu-1956,Bug,Resolved,High,John Harris,Mitchell Gray,9,17,7
08-05-2024 18:25,bH-4081,Task,Open,High,Tina Ortiz,Anna Brown,4,67,6
14-05-2024 05:48,wN-8324,Task,Open,High,Julia Keith,Lisa Garrett,2,78,17
16-05-2024 20:06,XV-4273,Story,In Progress,Low,Michael Hart,Cynthia Taylor,6,86,7
09-05-2024 05:51,SV-8396,Bug,Resolved,Medium,Ryan Franco,Mary Grimes,3,96,14
18-05-2024 04:21,tw-3417,Task,Open,Medium,Victoria Nichols,Pamela Jefferson,3,9,18
16-05-2024 01:20,ez-7481,Bug,Open,Low,Tina Rogers,Alyssa Gonzalez,4,40,7
13-05-2024 02:08,Cb-5291,Bug,Resolved,High,Andrew Wilson,Phillip Tucker,9,64,0
12-05-2024 03:55,cZ-3972,Bug,Open,Low,Jennifer Riley,Claudia Morales,10,3,5
14-05-2024 14:03,Rp-1478,Story,Closed,High,Steven Wheeler,Louis Townsend,5,85,10
12-05-2024 23:01,qC-9850,Story,In Progress,Low,Matthew Sexton,Aimee Decker,5,54,17
12-05-2024 19:16,Gq-6717,Task,In Progress,Medium,Alexander Reeves,Marcus Potter,8,59,3
17-05-2024 06:03,lR-7204,Story,Open,Low,Thomas Nguyen,Jason Barnett,8,87,15
15-05-2024 01:06,AW-8867,Task,In Progress,Low,Matthew Reed,Mariah Zamora,5,69,4
18-05-2024 04:37,XR-5097,Bug,Resolved,Medium,Gabriel Garrett,Beth Anderson,1,32,4
15-05-2024 08:37,Bv-7645,Task,In Progress,Medium,Lisa Johnson DDS,Dillon Robbins,1,24,6
15-05-2024 13:06,xB-3216,Bug,Open,High,Angelica Hernandez,Stephanie Hensley,5,89,7
16-05-2024 17:05,ey-3333,Story,In Progress,Medium,Edward Nelson,Victoria Lee,2,47,11
13-05-2024 00:33,vy-4699,Task,Closed,Medium,Lisa Villarreal,Lori Thompson,5,38,7
17-05-2024 15:06,xJ-4477,Bug,Closed,High,Kelsey Goodman,Gabriel Watkins,7,19,8
11-05-2024 23:08,pD-7832,Task,In Progress,Medium,Tracy Parker,Gabriella Frank,10,18,4
10-05-2024 12:18,tH-0068,Story,Open,Medium,Shawn Garcia,Russell Coleman,4,82,5
11-05-2024 01:55,Cp-2996,Story,Open,High,Amanda Branch,Katie Sullivan,6,21,0
10-05-2024 03:05,JP-2552,Task,Open,High,Holly Yang DDS,Joseph Gilbert,2,57,16
09-05-2024 03:01,Id-5509,Story,Open,Low,Michele Hudson,Bonnie Guzman,3,56,19
12-05-2024 11:20,ba-0431,Bug,Open,High,Amy Roberts,Douglas Newton,1,27,20
12-05-2024 02:12,tj-1347,Story,In Progress,High,Timothy Eaton,Matthew Crawford,1,6,13
09-05-2024 03:38,RI-1191,Task,Resolved,High,Steven Johnson,Joshua Hunt,7,25,19
13-05-2024 18:02,fT-7380,Bug,Closed,Medium,Matthew Collins,Cynthia Cooper,3,74,0
16-05-2024 18:41,Sj-9637,Task,Closed,High,Michele Chang,Jeanne Lewis,1,92,2
16-05-2024 20:48,ZD-1602,Story,Open,High,Laura Goodwin,Paul Cross,6,67,0
09-05-2024 06:23,nk-3858,Task,Resolved,Low,Holly Oneill,Richard Barber,2,76,17
13-05-2024 11:53,KY-9460,Bug,In Progress,Low,Ruben Morales,David Austin,10,18,8
13-05-2024 20:07,gG-8796,Bug,In Progress,Low,Megan Greene,Rebecca Hancock,2,38,13
10-05-2024 17:16,zy-2840,Task,In Progress,Medium,Robert Johnson,Jamie Foster,10,100,5
10-05-2024 08:42,yN-1680,Bug,In Progress,Low,Samantha Abbott,Bonnie Lynch,3,95,12
10-05-2024 20:41,Bi-3643,Bug,Open,Medium,Laura Garcia,Jerry Reese,9,40,13
18-05-2024 12:02,XU-5875,Bug,Resolved,High,Jon May,Melanie Murphy,8,12,3
08-05-2024 21:40,Te-4422,Bug,Closed,Medium,Claudia Sanchez,Maria Steele,7,54,5
18-05-2024 16:05,dl-5796,Story,Resolved,Medium,Lawrence Yates,Adam Davis,9,42,6
16-05-2024 09:07,Gw-1812,Task,Resolved,Low,Anthony Phillips,David Mason,7,73,19
16-05-2024 11:08,Xm-9359,Bug,In Progress,Low,Michele Villa,Nancy Hansen,9,30,18
10-05-2024 05:29,UG-2188,Bug,Closed,High,Janet Sparks,Eric Colon,9,88,20
08-05-2024 18:38,KG-4498,Story,Closed,Medium,Alyssa Montgomery,Kayla Price,5,28,10
11-05-2024 18:28,xB-5994,Bug,Closed,Medium,Sydney Clark,John Hayes PhD,3,41,11
15-05-2024 10:52,Wo-3577,Bug,In Progress,Medium,Keith Leach,Stephanie Bradford,2,26,1
15-05-2024 20:20,zf-4866,Story,Resolved,High,Peter Ruiz,Margaret Palmer,5,85,6
11-05-2024 17:00,hW-8192,Bug,Closed,Low,Brandon Martinez,Latoya Odonnell,6,12,8
11-05-2024 18:47,vQ-6885,Story,Open,Low,Ana Lopez,Steven Romero,5,26,13
16-05-2024 04:01,zT-7627,Task,In Progress,Medium,Sean Burke,Kara Jordan,1,51,16
15-05-2024 18:48,qf-4906,Bug,Closed,Low,Brian Martinez,Michelle Gray,6,27,1
17-05-2024 09:28,Xh-2078,Story,Closed,High,Jennifer Page,John Saunders,7,75,19
09-05-2024 11:19,pC-2716,Task,In Progress,High,Lisa Jordan MD,Jamie Martin,5,60,18
17-05-2024 00:24,yu-1648,Bug,Open,Low,Michael Tucker,John Riley,4,31,13
14-05-2024 19:06,hD-8710,Story,In Progress,Low,Jonathan Washington,Nancy Freeman,9,47,8
18-05-2024 12:04,PN-3237,Task,Open,High,Bailey Diaz,Laura Perry,1,38,8
13-05-2024 12:51,cM-0280,Task,In Progress,Medium,Samantha Trujillo,Jeff Carr,6,42,11
09-05-2024 13:07,HG-5013,Task,Open,High,Brian Sanchez,Daniel Smith,1,78,7
15-05-2024 00:42,Tf-0269,Bug,Open,Low,Mary Rosales,Elaine Rice,1,30,18
14-05-2024 22:17,SM-7760,Story,Open,Medium,Robin Gibson,Erica Baldwin,5,68,12
13-05-2024 05:53,ew-5530,Bug,Open,High,Todd Phillips,Edwin Williams,6,35,9
12-05-2024 18:59,LF-6130,Task,Closed,High,Katie Rose,Jessica Gonzales,4,52,20
08-05-2024 23:50,Pu-7115,Task,Closed,High,Lauren Cooper,Marc Reeves,4,30,17
12-05-2024 19:15,Lk-7572,Task,In Progress,Low,Wendy Ramos,Jennifer Patrick,7,55,19
11-05-2024 05:29,XQ-7092,Bug,Closed,High,Steven Martin,Timothy Freeman,7,68,16
12-05-2024 02:00,gn-0557,Story,Open,Medium,Sheri Jones,Nicholas Curtis,5,5,8
15-05-2024 02:23,eo-0100,Task,In Progress,Medium,Pamela Martinez,Stephen Kim,6,44,6
17-05-2024 16:23,rt-1194,Story,Open,High,Denise Wilkinson,Michael Floyd,2,88,15
15-05-2024 14:43,dm-0350,Task,Closed,High,Joshua Porter,Walter Atkins,1,58,14
14-05-2024 21:59,gh-9365,Story,Resolved,Low,Dr. Edwin Sanchez Jr.,Mr. Reginald Nelson Jr.,9,42,8
09-05-2024 11:51,XZ-6419,Task,Closed,High,Michelle West,Jason Berry,8,47,20
12-05-2024 07:20,kl-2922,Bug,Resolved,Medium,William Warren,Doris Gaines,6,42,13
12-05-2024 06:36,YH-4794,Story,Closed,Low,Keith Glover,Daniel Jones,5,13,2
14-05-2024 10:39,iF-7798,Task,Closed,Low,Melissa Thornton,Becky Turner,2,42,12
17-05-2024 22:30,MW-5945,Task,Closed,Medium,Gerald Cross,Anthony Hickman,8,88,2
10-05-2024 16:49,Ap-9227,Task,Open,Medium,Ruben Brown,Renee Gross,2,75,18
13-05-2024 10:55,Kw-0218,Story,Open,Medium,Dr. Christopher Prince,Jeremy Decker,6,79,12
11-05-2024 05:54,cM-7224,Bug,In Progress,Medium,Catherine Brown,Collin Freeman,2,2,18
12-05-2024 14:25,ii-2028,Story,Closed,High,David Fernandez,John Hanson,9,12,13
16-05-2024 15:55,Cn-6952,Story,Resolved,High,David Cantu,Natasha Hill,9,25,20
15-05-2024 05:00,mj-4137,Story,Open,High,Meagan Patterson,James King,4,83,15
13-05-2024 21:20,vg-3186,Bug,In Progress,High,Rebecca Mcdonald,Stephen James,6,56,15
10-05-2024 16:44,jm-8451,Bug,In Progress,Low,Jamie Rodriguez,Kevin Chan,5,5,4
08-05-2024 19:34,kQ-6412,Task,Open,Medium,Sean Roberts,Mr. Gregory Dorsey,6,23,8
11-05-2024 04:57,lj-4812,Task,Open,Low,Teresa Hernandez,Victoria Diaz,3,28,1
16-05-2024 15:22,dv-4177,Story,In Progress,Medium,Alyssa Hays,Willie Hill,1,45,18
12-05-2024 08:09,eo-2159,Bug,Open,Low,Bryce Morales,Spencer Johnson,5,93,19
10-05-2024 20:18,zC-4564,Story,In Progress,Low,Timothy Dixon,Brooke Taylor,1,77,9
18-05-2024 07:29,ji-6366,Task,In Progress,Low,Douglas Benson,Yolanda Young,9,38,19
11-05-2024 18:00,fT-2294,Story,Closed,Low,Nicholas Reyes,Kimberly Hamilton,8,40,0
14-05-2024 12:51,wa-4762,Story,Open,Low,Anthony Dennis,Laurie Mercer,8,32,4
11-05-2024 19:26,NR-5940,Bug,In Progress,High,Michael Hall,Antonio Brown,9,10,5
16-05-2024 16:52,Ja-5847,Story,In Progress,Medium,David Kelley,Daniel Hill,7,57,12
09-05-2024 02:27,Lw-0931,Story,Open,Low,James Hogan,Cynthia Johnson,2,59,15
08-05-2024 23:09,XX-0353,Bug,Open,High,John Arnold,Andrea Townsend,9,57,14
12-05-2024 17:48,QI-2426,Bug,In Progress,Low,Michelle Dickerson,Robert Perkins,7,41,0
15-05-2024 14:37,Ux-6019,Bug,Closed,Medium,Donna Clark,Rodney Coleman,7,66,19
09-05-2024 18:01,An-0868,Task,Resolved,Medium,Spencer Parsons,Cheryl Price,3,14,16
11-05-2024 21:15,Uy-5685,Bug,In Progress,Low,Amanda Perry,Megan Brown,9,74,10
16-05-2024 07:57,zH-1732,Bug,Open,Low,Antonio Frank,Richard Roman,7,73,0
15-05-2024 00:20,VQ-0035,Task,Open,Low,Jessica Colon,Curtis Rojas,3,72,12
11-05-2024 03:16,Ae-0364,Task,In Progress,Medium,Janice Maxwell,Jeff Cain,8,88,14
11-05-2024 22:21,bx-5955,Task,In Progress,Medium,Anna Ferguson,Emily Lawrence,4,77,6
11-05-2024 15:23,cr-3003,Story,Closed,Low,Rhonda Wang,Kendra Moody,8,13,6
13-05-2024 22:26,Bj-4439,Bug,Open,High,Troy David,Caitlin Jones,6,23,20
18-05-2024 12:56,ww-9650,Task,In Progress,Low,Tracy Newman,Savannah Richardson,1,77,7
17-05-2024 15:49,dE-7158,Task,Open,High,John Wright,Justin Jones,2,10,9
17-05-2024 15:08,cn-9206,Bug,Open,Low,Shannon Foster,Christine Hughes,4,60,2
13-05-2024 02:42,YT-2895,Story,Resolved,Medium,Ariana Matthews,Deborah Flynn,5,36,1
14-05-2024 06:48,rw-6574,Bug,Open,High,Laura Duffy,Gabrielle Davis,3,27,10
18-05-2024 16:28,tj-7979,Bug,Closed,Medium,Michael Wade,Ashley Jensen,10,8,15
10-05-2024 16:51,Jp-6919,Story,Resolved,Low,Jose Fitzgerald,Kathleen Holt,7,24,9
12-05-2024 11:27,XJ-7018,Task,In Progress,Medium,Joseph Cummings,Stacey Bernard,3,32,13
14-05-2024 17:44,WH-5481,Bug,Closed,Medium,Cory Mccarthy,Jane Carter,6,92,20
12-05-2024 04:10,kn-7345,Bug,Closed,High,Matthew Dawson,Ms. Kathryn Bruce,2,88,8
17-05-2024 23:51,Rw-1541,Story,Open,High,Justin Thompson,Eric Brown,2,33,13
15-05-2024 07:10,fv-6304,Bug,Open,Medium,Kristen Pena,Michael Wilson,6,74,6
17-05-2024 00:33,tV-8416,Story,Resolved,Medium,Joel Weiss,Monique Smith,2,46,3
10-05-2024 23:28,Wu-5409,Task,Resolved,High,Keith Wood,Susan Bell,2,85,13
14-05-2024 10:48,Wk-6135,Task,Closed,Low,Janet Howard,Joseph Adams,7,31,7
17-05-2024 03:26,ew-9077,Task,Resolved,Medium,Michael Maddox,Pamela Martin,5,68,17
14-05-2024 11:55,xy-2449,Story,Closed,Low,John Sutton,Mary White,5,66,18
11-05-2024 02:58,Kh-3281,Bug,Open,High,Amber Nicholson,Danny Welch,1,32,17
08-05-2024 21:15,bv-7133,Story,In Progress,Low,Terry Henderson,Monica White,2,3,18
13-05-2024 02:30,Fy-8594,Task,Resolved,Medium,Anna Gallegos,Tracy Anderson,10,23,13
15-05-2024 00:22,vV-7945,Task,Closed,High,William West,James Abbott,3,55,5
17-05-2024 03:08,Uw-9877,Story,Open,Low,Steven Williams,Daniel Moody,4,75,13
10-05-2024 08:59,No-7342,Task,Closed,High,Cindy Roman,Raymond Riddle,1,89,5
13-05-2024 17:47,iJ-9608,Bug,Resolved,Medium,Katherine Garcia,Suzanne Taylor,7,25,7
11-05-2024 08:25,UQ-1194,Task,Closed,Medium,Emily Barber,Michael Murphy,5,50,3
15-05-2024 07:21,jS-8390,Task,Resolved,Low,Robert Wilkerson,John Strickland,1,9,16
15-05-2024 12:55,LU-9277,Task,In Progress,High,Carlos Davis,Jason Nelson,10,12,7
17-05-2024 15:20,OO-3061,Story,Closed,Medium,Michael Benjamin,Toni Thomas,2,35,20
10-05-2024 11:53,QM-7075,Bug,Open,Low,Rachel Hamilton,Kyle Johnson,10,22,14
09-05-2024 08:13,ul-5249,Task,Closed,Medium,Carla Dennis,Anthony Huynh,7,98,18
14-05-2024 02:39,EB-0868,Bug,Open,Low,Robert Villa,William Nixon,7,46,20
17-05-2024 09:31,On-3334,Bug,Closed,Low,Ian Jones,Theresa Stewart,4,32,20
16-05-2024 15:12,JV-6586,Task,Resolved,High,Raymond Gonzalez,Joseph Lopez,7,58,7
17-05-2024 21:50,De-3881,Task,Closed,High,Andre Knight,William Graham,3,75,6
10-05-2024 17:40,KI-5119,Task,Closed,Low,James Bridges,Ryan King,1,24,2
15-05-2024 07:24,rT-2868,Bug,Resolved,Medium,Emily Adams,Rebecca Carrillo,10,63,18
10-05-2024 05:04,lp-5850,Bug,In Progress,Low,Hannah Leach,Michael Garner,3,80,10
14-05-2024 14:17,dV-0525,Story,Resolved,High,Joseph Smith,Jose Fleming,8,95,16
15-05-2024 18:10,cO-8824,Bug,In Progress,Medium,Richard Davis,Justin Knight,9,61,12
12-05-2024 13:07,eT-6648,Task,Open,Medium,Jason Noble,Christopher Castillo,9,40,19
14-05-2024 00:46,kS-4327,Bug,Open,Medium,Leslie Ferguson,Jose Nichols,3,85,17
11-05-2024 15:41,ff-9046,Story,Resolved,Medium,Mrs. Yolanda Roy,Erica Olsen,8,74,0
12-05-2024 16:51,mj-4109,Task,Open,Low,Sharon Palmer,Claudia Foley,2,56,5
18-05-2024 13:21,TE-0714,Bug,Closed,High,Luke Stevens,William Small,3,31,11
13-05-2024 16:12,qF-0696,Bug,Resolved,Medium,James Zimmerman,Jacqueline Warren,5,41,4
17-05-2024 06:39,ER-7534,Bug,In Progress,High,Donald Myers,Alicia Perez,5,80,8
11-05-2024 11:30,yX-6192,Bug,In Progress,Medium,Michael Cook,Jessica Barton,7,80,15
13-05-2024 12:48,SN-4189,Story,Closed,Low,Stephanie Galvan,David Petersen,6,79,3
16-05-2024 17:53,aQ-4664,Bug,In Progress,High,Bradley Mcclure,Laura Gonzalez,3,78,3
10-05-2024 15:08,kS-4089,Bug,Open,High,Tammy Hamilton,Jessica Parker,2,8,4
15-05-2024 13:14,TC-1541,Task,Closed,Medium,Matthew Stephenson,Kimberly Hess,6,11,0
17-05-2024 09:22,SZ-5716,Story,In Progress,High,Jacqueline Villarreal,Steven Stevens,9,30,7
17-05-2024 05:14,lS-4161,Task,In Progress,High,Jeffrey Padilla,Brandon Johnson,3,18,11
15-05-2024 18:37,sw-3325,Bug,Open,High,Helen Harris,Michaela Mccall,6,17,2
10-05-2024 06:59,nA-3495,Task,In Progress,Low,Danielle Weiss,Stacy Thompson,9,75,3
14-05-2024 03:41,ZO-0880,Task,Closed,High,Michael Doyle,Julie Alvarez,2,25,14
12-05-2024 15:53,bc-5525,Bug,Resolved,Low,Robin Kemp,Felicia Garcia,3,16,16
14-05-2024 08:27,ES-3834,Task,In Progress,High,Kimberly Davis,Paul Davis,6,30,9
11-05-2024 12:47,lC-6855,Bug,Resolved,Medium,John Stephens,Russell Gordon,3,50,14
13-05-2024 00:19,dd-2445,Story,Resolved,Low,Toni Adams,Gina Vazquez,8,81,1
14-05-2024 13:27,PB-6070,Bug,Closed,High,Michael Gomez,Pamela Crane,2,5,3
18-05-2024 02:52,xS-0683,Bug,Open,Medium,Clayton Martinez,Maria Huang,9,31,19
14-05-2024 23:04,vC-7863,Task,Open,High,Sherry Anderson,Raymond Vargas MD,1,94,15
14-05-2024 02:32,Vj-2150,Story,Closed,Medium,Gina Newman,Monica Miller,2,46,17
14-05-2024 01:53,hB-3308,Story,Open,Medium,Samuel Mayo,Bailey Reynolds,5,52,13
13-05-2024 13:50,EW-6386,Bug,Closed,Low,Robert Blackwell,Ronald Walker,8,83,20
10-05-2024 22:47,sU-6344,Story,Closed,Low,Michael Johnson,Jamie Owen,3,35,4
11-05-2024 01:40,JJ-1821,Bug,Resolved,High,David Floyd,Steven Dorsey,10,67,3
16-05-2024 07:54,lw-5336,Story,Resolved,Low,James Perry,Jessica Casey,8,62,18
09-05-2024 14:54,us-7841,Task,Open,Medium,Stephen Pham,Danielle Tran,8,97,9
15-05-2024 07:26,nM-4466,Bug,In Progress,High,Kimberly White,Leroy Myers,2,78,16
13-05-2024 07:05,My-3326,Story,Resolved,Low,Juan Brown,Jacqueline Jackson,4,41,11
13-05-2024 12:09,ae-0818,Bug,Closed,High,Tiffany Roman,Debra Hubbard,5,29,14
15-05-2024 02:42,RO-2363,Bug,Closed,Medium,Sandra Mack,Jeffrey Cameron,10,100,20
18-05-2024 03:24,kz-2991,Story,Resolved,Medium,Clinton Valdez,Tom Dunn,7,35,0
17-05-2024 21:43,Xq-9552,Bug,Closed,High,Paul Vasquez,Steven Vasquez,1,73,4
10-05-2024 07:02,hO-7547,Story,Closed,Low,Annette Daniel MD,Chelsea Lopez,3,60,12
17-05-2024 00:50,mX-9681,Bug,Closed,Medium,Lisa Wright,Antonio Swanson,5,96,9
16-05-2024 09:02,vG-5043,Story,Resolved,Low,Kimberly Callahan,Teresa Watkins,1,29,6
15-05-2024 00:40,eD-9438,Task,Closed,High,David Livingston,Joseph Thomas,4,39,3
14-05-2024 01:37,Xg-8631,Task,Closed,High,Joshua Munoz,Ralph Stanley,8,43,16
16-05-2024 19:57,RB-6126,Bug,In Progress,High,Jeremy Brown,Kristin Moore,5,64,14
13-05-2024 18:28,or-5692,Bug,Open,High,Christy Doyle,Sandy Edwards,3,14,20
09-05-2024 19:23,ce-2377,Story,In Progress,High,Brandon Turner,Lindsey Calderon,2,83,6
16-05-2024 03:13,UD-0363,Bug,Closed,Low,Courtney Ramos,Lori Zimmerman,10,36,20
17-05-2024 04:00,tU-0006,Bug,Resolved,Low,Joseph Robinson,Juan Morales,7,90,19
09-05-2024 01:10,kL-0810,Bug,Resolved,Low,Sarah Kelly,Christine Rodriguez,1,82,6
15-05-2024 16:15,xP-2919,Story,Resolved,High,Connie Vargas,William Vasquez,10,89,20
13-05-2024 01:38,lf-0869,Story,Open,Medium,Brian Reynolds,Jennifer Marsh,3,21,7
10-05-2024 20:55,CN-1096,Bug,Resolved,High,Marcia Garcia,Maria Gray,4,64,0
14-05-2024 23:22,ew-7968,Bug,In Progress,Low,Kathryn Sharp,Wesley Waters,7,44,15
15-05-2024 15:44,uu-2193,Task,Resolved,Low,Ethan Elliott,Olivia Harvey,4,24,15
09-05-2024 02:41,pv-5660,Bug,In Progress,Low,Colleen Herrera,Sheila Hamilton MD,9,17,0
09-05-2024 11:30,aw-0772,Story,Open,High,Eric Lawrence,Aaron Johnson Jr.,2,19,9
14-05-2024 22:54,TY-2765,Story,Open,Medium,Bryce Castro,Nicole Mayo,10,44,20
10-05-2024 21:33,Zu-4498,Story,Open,Medium,Steven Hawkins,Erika Anderson,1,83,4
18-05-2024 17:08,qL-8017,Bug,In Progress,High,Ronald Williams MD,John Moore,8,84,3
14-05-2024 09:09,Bp-7499,Story,Open,Low,Richard Robbins,Taylor Brock,2,33,13
09-05-2024 15:44,vK-9927,Story,Closed,High,Vincent Miles,Christopher Hall,5,77,2
10-05-2024 18:09,xP-3335,Story,Open,High,Jeremiah Spence,Dennis Cruz,3,67,7
18-05-2024 12:32,cA-5849,Bug,In Progress,Low,Jacqueline Nash,Steven Rhodes,10,13,10
16-05-2024 02:00,Eh-7706,Story,Closed,Medium,Christina Taylor,Mr. Sean Richardson,7,42,3
09-05-2024 03:11,Gg-9202,Task,Open,High,Emily Newman,Sarah Miranda,10,90,4
10-05-2024 15:46,oi-7506,Bug,Closed,Medium,Robert Gill,Michelle Smith,7,86,18
08-05-2024 23:09,qF-0361,Bug,Open,Low,Mrs. Dawn Lopez,Michael Grant,9,4,11
16-05-2024 12:48,Ot-6759,Task,Closed,Low,Teresa Huffman,Richard Ramos,10,61,10
10-05-2024 09:34,bs-8622,Story,Resolved,High,Douglas Lam,Jason Chandler,10,79,9
14-05-2024 22:46,nB-2354,Task,In Progress,High,Richard Moore,Shawn King,1,59,8
13-05-2024 20:47,Uo-7032,Story,Closed,High,Shirley Soto,Barbara Vargas,1,12,11
14-05-2024 20:08,EW-7190,Task,Open,High,Kara English,Ashley Palmer,8,51,5
10-05-2024 17:39,nQ-1265,Bug,Closed,High,Jeffrey Chapman,Michael Miller,1,93,6
18-05-2024 04:21,Ic-4913,Story,In Progress,Low,Madison Miller,Dr. Bryan Ferguson DVM,6,99,4
13-05-2024 16:54,bI-0533,Bug,In Progress,High,Eric Washington,Annette Donovan,9,96,3
11-05-2024 10:51,ih-3589,Bug,Closed,Low,Parker Hardy,Justin Cain,9,87,10
17-05-2024 23:12,Ie-9179,Story,In Progress,Low,Olivia Willis,Tara Woods,3,30,13
11-05-2024 19:33,ZD-3225,Task,Open,High,Jeremy Newton,Daniel Bell,5,77,15
14-05-2024 11:12,oX-9684,Task,Resolved,Medium,Brooke Ramirez,Gabriella Harris,4,77,10
13-05-2024 08:19,xW-3199,Story,Resolved,High,Mrs. Jaclyn Pierce DDS,Michael Wilson,1,98,0
15-05-2024 21:14,Vh-9220,Story,In Progress,Low,Martha Stuart,Melanie Smith,2,99,11
11-05-2024 17:30,un-0775,Bug,Closed,High,Scott Perez,Michael Drake,1,95,10
10-05-2024 20:10,oz-0480,Bug,Open,High,Felicia Woodward,Christine Miles,2,34,4
10-05-2024 15:20,YS-9023,Task,In Progress,Low,Kathleen Williams,Ms. Cindy Delgado,6,92,18
10-05-2024 04:55,DY-0693,Task,Open,Low,Jesse Dickerson,John Monroe,5,75,6
14-05-2024 20:44,bf-0299,Task,In Progress,High,John Long,Gregory Lowery,9,11,9
09-05-2024 20:12,Fj-7687,Story,Closed,Low,John Bray,Nicolas Salazar,2,89,14
14-05-2024 07:46,CH-9916,Bug,Resolved,Low,Elizabeth Gonzales,Michael Stewart,10,57,13
16-05-2024 07:18,pI-5083,Bug,In Progress,Low,Dylan Mills,Eddie Parker,4,54,7
14-05-2024 15:12,iY-1662,Bug,In Progress,Medium,Shannon Roberts,Mr. Nicholas White,1,97,12
09-05-2024 16:09,OA-2915,Task,In Progress,High,Rachel Fox,Christina Stevenson,8,59,0
14-05-2024 06:24,MW-8158,Task,Open,Medium,Jamie Cooper,Daniel Phillips,2,10,12
18-05-2024 00:36,VN-1746,Task,Open,Medium,Kiara Cervantes,Eric Ford,3,78,17
18-05-2024 03:45,sM-6362,Task,Resolved,Low,Judy Shepherd,Michael Robinson,10,69,15
13-05-2024 06:11,wz-9495,Bug,Resolved,High,Autumn Gardner,Nicholas Wong,3,32,5
18-05-2024 13:18,am-5321,Task,Open,High,Adam Scott,Isabella Reynolds,7,18,3
15-05-2024 19:13,Hb-8527,Task,In Progress,Low,Jennifer Sanchez,Tamara Gates,1,70,0
16-05-2024 22:47,TB-0393,Task,Resolved,Medium,Jeffrey Sullivan,Jessica Lee,5,58,9
11-05-2024 22:22,PM-4004,Bug,Closed,Low,Andrea Hanna,Amy Barr,7,98,8
11-05-2024 17:29,jy-3003,Bug,In Progress,Low,Sheri Williams,Monica Anderson,4,3,18
15-05-2024 03:50,pl-1794,Task,Open,High,Alicia Contreras,Cynthia Roman,6,72,8
12-05-2024 09:48,Uh-3415,Story,Closed,High,Richard King,Kimberly Nelson,2,60,1
17-05-2024 20:37,nU-3016,Story,Open,High,Jennifer Ward,Richard Reed,8,49,9
18-05-2024 09:15,zs-3894,Bug,Resolved,High,Mario Murray,Charles Norris,3,92,20
11-05-2024 19:26,EP-9221,Story,In Progress,Low,Melissa Orozco,James Zimmerman,5,81,8
10-05-2024 01:02,Eg-9202,Bug,Closed,High,Jared Davis,Justin Moore,5,59,10
08-05-2024 22:03,yM-6010,Task,Resolved,Medium,Amy Martin,Margaret Davis,3,39,4
16-05-2024 16:39,aw-4834,Bug,Closed,Low,Gina Smith,Alyssa Brooks,2,51,13
11-05-2024 21:07,GO-4100,Task,Closed,Low,Sherry Brown,James Roth,10,71,17
08-05-2024 23:53,Bs-9726,Bug,Open,Medium,John Thomas,Latasha Powell,6,18,3
17-05-2024 19:13,Bb-3063,Task,Resolved,Medium,Kenneth Moreno,Gary Montgomery,7,81,5
12-05-2024 23:57,Nh-7338,Story,Closed,Low,Denise Sosa,Bianca Day,2,7,6
11-05-2024 12:10,pv-5043,Bug,Open,Low,Kimberly Velasquez,Jason Patterson,8,26,18
14-05-2024 17:54,vt-8001,Story,In Progress,Low,Dave Hernandez,Eric Nguyen,8,71,11
16-05-2024 07:35,Xq-4059,Task,Resolved,High,Joshua Flores,Amanda Wilson,6,33,18
13-05-2024 04:03,Hu-0106,Task,In Progress,Medium,Kimberly Caldwell,Logan Mason,7,46,12
11-05-2024 08:41,Cj-4911,Story,Open,Low,Vanessa Hernandez,Andrew Bruce,6,7,1
17-05-2024 07:15,dw-1353,Story,Resolved,Medium,John Haley,Monique Cruz,5,78,1
18-05-2024 11:53,IF-3349,Task,In Progress,Low,Stacy Maxwell,Thomas Watson,1,99,11
12-05-2024 22:41,zW-7560,Bug,Closed,High,Kimberly Anderson,Sara Burnett,7,38,15
14-05-2024 14:05,wQ-3613,Bug,In Progress,High,Eddie Berger,Sarah Smith,2,23,4
17-05-2024 10:11,wf-1118,Task,Closed,High,Jacob Young,Ian Quinn,1,61,4
